name, img, birth, death, length 
Jared Diamond, http://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Jared_diamond.jpg/220px-Jared_diamond.jpg, 1937-09-10, , 33319
Salim Ali, http://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Salim_ali_mns.jpg/220px-Salim_ali_mns.jpg, 1896-11-12, 1987-06-20, 41058
John James Audubon, http://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/John_James_Audubon_1826.jpg/200px-John_James_Audubon_1826.jpg, , 1851-01-27, 56944
Ernst Mayr, http://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Ernst_Mayr_PLoS.jpg/220px-Ernst_Mayr_PLoS.jpg, 1904-07-05, 2005-02-03, 40038
Konrad Lorenz, http://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Konrad_Lorenz.JPG/220px-Konrad_Lorenz.JPG, 1903-11-07, 1989-02-27, 41406
Edward Smith-Stanley, 14th Earl of Derby, http://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Edward_Smith-Stanley%2C_14th_Earl_of_Derby-1865.jpg/245px-Edward_Smith-Stanley%2C_14th_Earl_of_Derby-1865.jpg, 1799-03-29, 1869-10-23, 29388
John Joseph Montgomery, http://upload.wikimedia.org/wikipedia/commons/thumb/3/35/04-02392_John_J._Montgomery.jpg/220px-04-02392_John_J._Montgomery.jpg, 1858-02-15, 1911-10-31, 39408
Alexander Wetmore, http://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Alexander_Wetmore_%281886-1978%29%2C_Annie_Beatrice_van_der_Biest_Thielan_Wetmore_%281910-1997%29%2C_and_John_Warren_Aldrich_%281906-1995%29.jpg/220px-Alexander_Wetmore_%281886-1978%29%2C_Annie_Beatrice_van_der_Biest_Thielan_Wetmore_%281910-1997%29%2C_and_John_Warren_Aldrich_%281906-1995%29.jpg, 1886-06-18, 1978-12-07, 4583
Henry Baker Tristram, http://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/HBTristram1908.jpg/220px-HBTristram1908.jpg, 1822-05-11, 1906-03-08, 4315
John Kirk Townsend, http://upload.wikimedia.org/wikipedia/commons/thumb/5/56/JohnKirkTownsend.jpg/220px-JohnKirkTownsend.jpg, 1809-08-10, 1851-02-07, 4843
