name, img, birth, death, length 
Henry L. Giclas, http://upload.wikimedia.org/wikipedia/en/3/39/Henry_L._Giclas.jpg, 1910-12-09, 2007-04-02, 2561
Margaret Burbidge, http://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Margaret_burbidge.jpg/220px-Margaret_burbidge.jpg, 1919-08-12, , 8539
John Brashear, http://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Brashear_John.jpg/220px-Brashear_John.jpg, 1840-11-24, 1920-04-08, 11113
Thomas Henderson (astronomer), http://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Thomas_James_Henderson%2C_1798-1844_Henderson-01r.jpg/220px-Thomas_James_Henderson%2C_1798-1844_Henderson-01r.jpg, 1798-12-28, 1844-11-23, 5962
William Cranch Bond, http://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/PSM_V47_D300_William_Cranch_Bond.jpg/220px-PSM_V47_D300_William_Cranch_Bond.jpg, , , 4207
John Goodricke, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Goodricke_John.jpg/220px-Goodricke_John.jpg, 1764-09-17, 1786-04-20, 6976
Geoffrey Marcy, http://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Geoffrey_Marcy.jpg/250px-Geoffrey_Marcy.jpg, 1954-09-29, , 17689
Andrew Lyne, http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Andrew_Lyne_cropped_from_Jodrell_Bank_Directors.jpg/220px-Andrew_Lyne_cropped_from_Jodrell_Bank_Directors.jpg, 1942-07-13, , 4225
John Russell Hind, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/John_Russell_Hind_-_1.jpg/220px-John_Russell_Hind_-_1.jpg, 1823-05-12, 1895-12-23, 4849
Urbain Le Verrier, http://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Urbain_Le_Verrier.jpg/220px-Urbain_Le_Verrier.jpg, 1811-03-11, 1877-09-23, 14046
Will Hay, http://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/WillHayMyLearnedFriend.jpg/220px-WillHayMyLearnedFriend.jpg, 1888-12-06, 1949-04-18, 24413
Chris Lintott, http://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Chris_Lintot_SIUE.jpg/220px-Chris_Lintot_SIUE.jpg, 1980-11-26, , 13424
Amy Mainzer, http://upload.wikimedia.org/wikipedia/commons/9/99/Amy_Mainzer.jpg, 1974-01-02, , 2465
Frederick C. Leonard, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/FCL1947.jpg/220px-FCL1947.jpg, 1896-03-12, 1960-06-23, 9289
Christen Sørensen Longomontanus, http://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Logomontanus.jpg/200px-Logomontanus.jpg, 1562-10-04, 1647-10-08, 6493
Caroline Herschel, http://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Herschel_Caroline_1829.jpg/220px-Herschel_Caroline_1829.jpg, 1750-03-16, 1848-01-09, 26026
Ejnar Hertzsprung, http://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Karl_Schwarzschild_and_Ejnar_Hertzsprung_%281909%29.jpg/220px-Karl_Schwarzschild_and_Ejnar_Hertzsprung_%281909%29.jpg, 1873-10-08, 1967-10-21, 3091
Percival Lowell, http://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Percival_Lowell_1900s2.jpg/220px-Percival_Lowell_1900s2.jpg, 1855-03-13, 1916-11-12, 17638
SN 2010lt, http://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Blue_pencil.svg/10px-Blue_pencil.svg.png, , , 3124
Guo Shoujing, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Guo_Shoujing-beijing.JPG/220px-Guo_Shoujing-beijing.JPG, , , 11715
Edward Robert Harrison, http://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Edward_Robert_Harrison.jpg/220px-Edward_Robert_Harrison.jpg, 1919-01-08, 2007-01-29, 5933
Asaph Hall, http://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Professor_Asaph_Hall.jpg/210px-Professor_Asaph_Hall.jpg, 1829-10-15, 1907-11-22, 10844
George Ellery Hale, http://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Portrait_of_George_Ellery_Hale.jpg/220px-Portrait_of_George_Ellery_Hale.jpg, 1868-06-29, 1938-02-21, 16246
Benjamin Apthorp Gould, http://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Benjamin_Apthorp_Gould_%28Harper%27s_Engraving%29.jpg/150px-Benjamin_Apthorp_Gould_%28Harper%27s_Engraving%29.jpg, 1824-09-27, 1896-11-26, 6247
John M. Grunsfeld, http://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/John_Grunsfeld.jpg/220px-John_Grunsfeld.jpg, 1958-10-10, , 15664
Alan Guth, http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/AlanGuthCambridge.jpg/220px-AlanGuthCambridge.jpg, 1947-02-27, , 17636
Hendrik C. van de Hulst, http://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Hendrik_C._van_de_Hulst_1977.jpg/220px-Hendrik_C._van_de_Hulst_1977.jpg, 1918-11-19, 2000-07-31, 2820
William Huggins, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Sir_William_Huggins_by_John_Collier.jpg/220px-Sir_William_Huggins_by_John_Collier.jpg, 1824-02-07, 1910-05-12, 9763
Chris Impey, http://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Chris_Impey%2C_Astronomer.jpg/250px-Chris_Impey%2C_Astronomer.jpg, 1956-01-25, , 13556
Russell Alan Hulse, http://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Russell_Alan_Hulse.jpg/220px-Russell_Alan_Hulse.jpg, 1950-11-28, , 8613
Helen Sawyer Hogg, http://upload.wikimedia.org/wikipedia/commons/thumb/3/30/CMST-Hogg_plaque.jpg/220px-CMST-Hogg_plaque.jpg, 1905-08-01, 1993-01-28, 11124
Christopher Hansteen, http://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Christopher_hansteen.jpg/220px-Christopher_hansteen.jpg, 1784-11-26, 1873-04-11, 8934
Gerard Kuiper, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Gerard_Kuiper_1964b.jpg/250px-Gerard_Kuiper_1964b.jpg, 1905-12-07, 1973-12-23, 5482
Johann Heinrich Lambert, http://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/JHLambert.jpg/200px-JHLambert.jpg, 1728-08-26, 1777-09-25, 13643
Hubert Reeves, http://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Hubert_Reeves.jpg/220px-Hubert_Reeves.jpg, 1932-07-13, , 4356
Richard A. Proctor, http://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Richard_Anthony_Proctor2.jpg/230px-Richard_Anthony_Proctor2.jpg, 1837-03-23, 1888-09-12, 8603
Jan Oort, http://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/JanOort.jpg/220px-JanOort.jpg, 1900-04-28, 1992-11-05, 36944
Jérôme Lalande, http://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/J%C3%A9r%C3%B4me_Lalande.jpg/250px-J%C3%A9r%C3%B4me_Lalande.jpg, 1732-07-11, 1807-04-04, 8725
Paul G. Abel, http://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Paul_G_Abel.jpg/220px-Paul_G_Abel.jpg, , , 7256
Henrietta Swan Leavitt, http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Leavitt_aavso.jpg/185px-Leavitt_aavso.jpg, , 1921-12-12, 16234
Simon Newcomb, http://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Simon_Newcomb_01.jpg/220px-Simon_Newcomb_01.jpg, 1835-03-12, 1909-07-11, 23920
