name, img, birth, death, length 
Major Greenwood, http://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Major_Greenwood.jpg/220px-Major_Greenwood.jpg, 1880-08-09, 1949-10-05, 15310
William Stanley Jevons, http://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Picture_of_jevons.jpg/220px-Picture_of_jevons.jpg, 1835-09-01, 1882-08-13, 35934
Herman Hollerith, http://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Hollerith.jpg/220px-Hollerith.jpg, 1860-02-291865-12-03, 1929-11-171944-08-04, 13391
Garrett Hardin, http://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Garrett_Hardin.jpg/150px-Garrett_Hardin.jpg, , 2003-09-14, 17021
Andrey Kolmogorov, http://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Andrej_Nikolajewitsch_Kolmogorov.jpg/220px-Andrej_Nikolajewitsch_Kolmogorov.jpg, 1903-04-25, 1987-10-20, 16840
William Wilson Hunter, http://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Sir_William_Wilson_Hunter_%281840-1900%29.png/220px-Sir_William_Wilson_Hunter_%281840-1900%29.png, 1840-07-15, 1900-02-06, 14910
Harold Jeffreys, http://upload.wikimedia.org/wikipedia/en/7/73/Harold_Jeffreys%2C_Sir.jpg, 1891-04-22, 1989-03-18, 14314
Trevor Hastie, http://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/TrevorHastiePic.jpg/180px-TrevorHastiePic.jpg, 1953-06-27, , 5334
Ivo Lah, http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Ivo_Lah.jpeg/220px-Ivo_Lah.jpeg, 1896-09-05, 1979-03-23, 2011
Ross Ihaka, http://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Ross_Ihaka_%285189180796%29.jpg/220px-Ross_Ihaka_%285189180796%29.jpg, , , 2199
David George Kendall, http://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/David_Kendall.jpg/220px-David_Kendall.jpg, 1918-01-15, 2007-10-23, 7999
Robert Tibshirani, http://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Robert_tibshirani.jpg/180px-Robert_tibshirani.jpg, 1956-07-10, , 3249
John Law (economist), http://upload.wikimedia.org/wikipedia/commons/thumb/7/72/John_Law-Casimir_Balthazar_mg_8450.jpg/220px-John_Law-Casimir_Balthazar_mg_8450.jpg, 1671-04-21, 1729-03-21, 23085
Royal Meeker, http://upload.wikimedia.org/wikipedia/commons/c/c9/Royal_Meeker.jpg, , 1953-08-17, 2837
Emmanuel Candès, http://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emmanuel_Cand%C3%A8s.jpg/220px-Emmanuel_Cand%C3%A8s.jpg, 1970-04-27, , 4755
Wassily Leontief, http://upload.wikimedia.org/wikipedia/en/thumb/a/aa/Leontief-Harvard.jpg/220px-Leontief-Harvard.jpg, 1906-08-05, 1999-02-05, 23027
Solomon Kullback, http://upload.wikimedia.org/wikipedia/commons/e/ed/Solomon-kullback.jpg, 1907-04-03, 1994-08-05, 5856
