name, img, birth, death, length 
Hendrik Casimir, http://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Hendrik_Casimir_%281958%29.jpg/220px-Hendrik_Casimir_%281958%29.jpg, 1909-07-15, 2000-05-04, 6919
Terence James Elkins, http://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Terence_James_Elkins_in_1976.jpg/150px-Terence_James_Elkins_in_1976.jpg, 1936-03-08, , 13882
Benoît Paul Émile Clapeyron, http://upload.wikimedia.org/wikipedia/commons/7/74/BenoitClapeyron_%28d%C3%A9tail%29.jpg, 1799-02-26, 1864-01-28, 3523
Fritjof Capra, http://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Fritjof_Capra.jpeg/200px-Fritjof_Capra.jpeg, 1939-02-01, , 7031
Murray Gell-Mann, http://upload.wikimedia.org/wikipedia/commons/thumb/5/55/MurrayGellMannJI1.jpg/225px-MurrayGellMannJI1.jpg, 1929-09-15, , 20265
Daniel Gabriel Fahrenheit, http://upload.wikimedia.org/wikipedia/commons/b/bd/Fahrenheit_small.jpg, , 1736-09-16, 9064
Ludwig Boltzmann, http://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Boltzmann2.jpg/225px-Boltzmann2.jpg, 1844-02-20, 1906-09-05, 29979
Anders Jonas Ångström, http://upload.wikimedia.org/wikipedia/commons/1/1f/Anders_Jonas_%C3%85ngstr%C3%B6m_-_001.png, 1814-08-13, 1874-06-21, 6060
William Lawrence Bragg, http://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Wl-bragg.jpg/220px-Wl-bragg.jpg, 1890-03-31, 1971-07-01, 20643
Paul Davies, http://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Paul_Davies_2016.jpg/150px-Paul_Davies_2016.jpg, 1946-04-22, , 16203
Lev Artsimovich, http://upload.wikimedia.org/wikipedia/commons/thumb/8/80/1974_CPA_4316.jpg/150px-1974_CPA_4316.jpg, 1909-02-25, 1973-03-01, 3561
Samuel King Allison, http://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Samuel_King_Allison.jpg/220px-Samuel_King_Allison.jpg, 1900-11-13, 1965-09-15, 11822
Mani Lal Bhaumik, http://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Dr_Mani_Bhaumik.jpg/220px-Dr_Mani_Bhaumik.jpg, , , 16111
Piara Singh Gill, http://upload.wikimedia.org/wikipedia/en/6/60/P.S.GILL.jpg, 1911-10-28, 2002-03-23, 6956
Paul Drude, http://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Paul_Drude.jpg/250px-Paul_Drude.jpg, 1863-07-12, 1906-07-05, 4243
