name, img, birth, death, length 
Ibn Taymiyyah, http://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/%D8%AA%D8%AE%D8%B7%D9%8A%D8%B7_%D9%83%D9%84%D9%85%D8%A9_%D8%A7%D8%A8%D9%86_%D8%AA%D9%8A%D9%85%D9%8A%D8%A9.png/240px-%D8%AA%D8%AE%D8%B7%D9%8A%D8%B7_%D9%83%D9%84%D9%85%D8%A9_%D8%A7%D8%A8%D9%86_%D8%AA%D9%8A%D9%85%D9%8A%D8%A9.png, , , 120070
Gottfried Wilhelm Leibniz, http://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Gottfried_Wilhelm_von_Leibniz.jpg/220px-Gottfried_Wilhelm_von_Leibniz.jpg, , 1716-11-14, 111442
William of Ockham, http://upload.wikimedia.org/wikipedia/commons/thumb/7/70/William_of_Ockham.png/220px-William_of_Ockham.png, , , 44244
Saunders Mac Lane, http://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Saunders_MacLane.jpg/220px-Saunders_MacLane.jpg, 1909-08-04, 2005-04-14, 23838
Duns Scotus, http://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/JohnDunsScotus_-_full.jpg/220px-JohnDunsScotus_-_full.jpg, , , 64492
Willard Van Orman Quine, http://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Wvq-passport-1975-400dpi-crop.jpg/220px-Wvq-passport-1975-400dpi-crop.jpg, 1908-06-25, 2000-12-25, 45190
Graham Priest, http://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Graham_Priest.jpg/220px-Graham_Priest.jpg, , , 26753
Aristotle, http://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Aristotle_Altemps_Inv8575.jpg/220px-Aristotle_Altemps_Inv8575.jpg, , , 112548
Alan Turing, http://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Alan_Turing_Aged_16.jpg/220px-Alan_Turing_Aged_16.jpg, 1912-06-23, 1954-06-07, 95130
John Stuart Mill, http://upload.wikimedia.org/wikipedia/commons/thumb/9/99/John_Stuart_Mill_by_London_Stereoscopic_Company%2C_c1870.jpg/220px-John_Stuart_Mill_by_London_Stereoscopic_Company%2C_c1870.jpg, 1806-05-20, 1873-05-08, 69401
John von Neumann, http://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/JohnvonNeumann-LosAlamos.gif/220px-JohnvonNeumann-LosAlamos.gif, 1903-12-28, 1957-02-08, 106194
Charles Sanders Peirce, http://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Charles_Sanders_Peirce.jpg/220px-Charles_Sanders_Peirce.jpg, , , 118688
Thomas Aquinas, http://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Carlo_Crivelli_007.jpg/220px-Carlo_Crivelli_007.jpg, , , 111769
Ludwig Wittgenstein, http://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Ludwig_Wittgenstein.jpg/220px-Ludwig_Wittgenstein.jpg, 1889-04-26, 1951-04-29, 139750
Bertrand Russell, http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Bertrand_Russell_transparent_bg.png/220px-Bertrand_Russell_transparent_bg.png, 1872-05-18, 1970-02-02, 109296
